file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,164,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,0
style.css,165,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,15
style.css,166,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,16
style.css,167,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,17
style.css,168,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,34
style.css,169,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,0
style.css,170,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,0
style.css,171,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,18
style.css,172,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,13
style.css,173,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,37
style.css,174,css,f788d9de,Igosain08,2025-04-25,20:51:50,-07:00,2025-04-25T20:51:50-07:00,0,9
style.css,175,css,f788d9de,Igosain08,2025-04-25,20:51:50,-07:00,2025-04-25T20:51:50-07:00,0,18
style.css,176,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,9
style.css,177,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,10
style.css,178,css,f788d9de,Igosain08,2025-04-25,20:51:50,-07:00,2025-04-25T20:51:50-07:00,0,0
style.css,179,css,f788d9de,Igosain08,2025-04-25,20:51:50,-07:00,2025-04-25T20:51:50-07:00,0,0
style.css,180,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,18
style.css,181,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,17
style.css,182,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,16
style.css,183,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,25
style.css,184,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,22
style.css,185,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,31
style.css,186,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,21
style.css,187,css,f788d9de,Igosain08,2025-04-25,20:51:50,-07:00,2025-04-25T20:51:50-07:00,0,0
style.css,188,css,f788d9de,Igosain08,2025-04-25,20:51:50,-07:00,2025-04-25T20:51:50-07:00,0,0
style.css,189,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,18
style.css,190,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,18
style.css,191,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,16
style.css,192,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,9
style.css,193,css,f788d9de,Igosain08,2025-04-25,20:51:50,-07:00,2025-04-25T20:51:50-07:00,0,17
style.css,194,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,14
style.css,195,css,f788d9de,Igosain08,2025-04-25,20:51:50,-07:00,2025-04-25T20:51:50-07:00,0,0
style.css,196,css,f788d9de,Igosain08,2025-04-25,20:51:50,-07:00,2025-04-25T20:51:50-07:00,0,0
style.css,197,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,16
style.css,198,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,18
style.css,199,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,17
style.css,200,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,11
style.css,201,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,18
style.css,202,css,f788d9de,Igosain08,2025-04-25,20:51:50,-07:00,2025-04-25T20:51:50-07:00,0,0
style.css,203,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,0
style.css,204,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,19
style.css,205,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,15
style.css,206,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,17
style.css,207,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,17
style.css,208,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,0
style.css,209,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,0
style.css,210,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,8
style.css,211,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,13
style.css,212,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,58
style.css,213,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,9
style.css,214,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,22
style.css,215,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,13
style.css,216,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,16
style.css,217,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,16
style.css,218,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,0
style.css,219,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,0
style.css,220,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,13
style.css,221,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,13
style.css,222,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,19
style.css,223,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,11
style.css,224,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,0
style.css,225,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,0
style.css,226,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,21
style.css,227,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,10
style.css,228,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,11
style.css,229,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,19
style.css,230,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,30
style.css,231,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,21
style.css,232,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,21
style.css,233,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,0
style.css,234,css,ff8cc707,Igosain08,2025-05-02,17:43:17,-07:00,2025-05-02T17:43:17-07:00,0,0
